name,padj,protein_atlas,keep,go_bladder_disease,go_urinary_bladder_cancer,go_bladder_carcinoma,go_count,go_condensed,scRNA_normal_class,scRNA_cancer_class,scRNA_cancer_conf_level,scRNA_normal_conf_level,degree.x,hub_score,betweenness.x,closeness.x,eigenvector.x,community,module,in_signature_module,expression,go_bladder_score,classification_agreement,combined_confidence,protein_atlas_category,keep_numeric
SPP1,3.9e-10,uro_cells,yes,no,yes,no,1,yes,non_urothelial,non_urothelial,Low,High,132,0.317589296929655,26.9829155486881,0.00185873605947955,0.317589296929655,4,5,FALSE,-0.744131128090171,2,Consistent,High_Low,Urothelial,0
SRC,7.5e-18,uro_cells,yes,no,no,no,0,no,non_urothelial,uro_cells,Low,Low,470,0.875682181405614,984.065066155964,0.002710027100271,0.875682181405612,2,3,TRUE,0.454332951815782,0,Inconsistent,Low_Low,Urothelial,0
STAT1,3.3e-17,uro_cells,yes,no,no,no,0,no,non_urothelial,uro_cells,Medium,Low,220,0.477635186665913,108.685474429514,0.00202429149797571,0.477635186665913,1,1,FALSE,-0.598305515760312,0,Inconsistent,Low_Medium,Urothelial,0
STAT3,7.8e-17,uro_cells,yes,no,no,no,0,no,uro_cells,uro_cells,Low,Low,416,0.822517287300537,628.336859429219,0.00252525252525253,0.822517287300535,1,1,FALSE,-0.594341514416131,0,Consistent,Low_Low,Urothelial,0
STAT6,7.5e-47,uro_cells,yes,no,no,no,0,no,non_urothelial,uro_cells,Low,Low,112,0.250307840309086,20.3744988658541,0.00182481751824818,0.250307840309086,1,1,FALSE,0.213127735865407,0,Inconsistent,Low_Low,Urothelial,0
TGFB1,3.2e-20,ligand,no,no,yes,yes,2,yes,uro_cells,non_urothelial,Low,Low,190,0.432762422935154,75.7072913933258,0.00196463654223969,0.432762422935154,4,5,FALSE,-0.307276190038545,3,Inconsistent,Low_Low,Other,0
TIMP1,3.2e-15,uro_cells,yes,no,no,no,0,no,uro_cells,uro_cells,High,High,106,0.263021464576669,7.59825288989186,0.00181488203266788,0.263021464576669,4,5,FALSE,-0.0885152286593663,0,Consistent,High_High,Urothelial,0
TLR2,1.5e-23,non_urothelial,review,no,yes,no,1,yes,non_urothelial,non_urothelial,High,High,146,0.321607235029279,36.5613871650242,0.00188323917137476,0.321607235029279,1,1,FALSE,-0.400955472605537,2,Consistent,High_High,Non-urothelial,2
TLR4,1.5e-37,uro_cells,yes,no,no,no,0,no,non_urothelial,non_urothelial,Low,Medium,218,0.464542020640528,129.646048183784,0.00202020202020202,0.464542020640528,1,1,FALSE,-0.554023693339199,0,Consistent,Medium_Low,Urothelial,0
TNF,3.6e-24,non_urothelial,review,yes,no,no,1,yes,non_urothelial,non_urothelial,Medium,High,336,0.683401576192443,346.686223423145,0.00229357798165138,0.683401576192443,1,1,FALSE,0.317204435267842,1,Consistent,High_Medium,Non-urothelial,2
TNFRSF1A,2.9e-12,uro_cells,yes,no,no,no,0,no,uro_cells,uro_cells,Medium,Low,138,0.304687496295758,33.2677478962541,0.00186915887850467,0.304687496295758,1,1,FALSE,-0.299799185326195,0,Consistent,Low_Medium,Urothelial,0
TP53,2.6e-25,uro_cells,yes,yes,yes,yes,3,yes,non_urothelial,uro_cells,Medium,Low,430,0.832014389853007,673.533513647705,0.0025706940874036,0.832014389853007,3,4,FALSE,-0.266197422733514,4,Inconsistent,Low_Medium,Urothelial,0
TRAF6,1.8e-22,uro_cells,yes,no,no,no,0,no,non_urothelial,non_urothelial,Low,Medium,162,0.348239129092229,63.8610434977817,0.00191204588910134,0.348239129092228,3,1,FALSE,-0.187272377875005,0,Consistent,Medium_Low,Urothelial,0
VEGFC,3.6e-23,ambiguous,review,no,yes,yes,2,yes,non_urothelial,non_urothelial,Medium,Medium,114,0.267715109689731,17.1323704353938,0.00182815356489945,0.267715109689731,2,2,TRUE,0.109743754511848,3,Consistent,Medium_Medium,Ambiguous,2
WNT5A,4.4e-11,ligand,review,no,no,no,0,no,non_urothelial,non_urothelial,Medium,Medium,88,0.183085461589159,24.746200849942,0.00178571428571429,0.183085461589159,4,5,FALSE,0.102840050353019,0,Consistent,Medium_Medium,Other,2
ZAP70,6.1e-23,non_urothelial,no,no,no,no,0,no,non_urothelial,non_urothelial,High,High,120,0.249988014945192,33.3182060938341,0.00183823529411765,0.249988014945191,1,1,FALSE,0.500200260862751,0,Consistent,High_High,Non-urothelial,0
