name,label,expression,degree.x,betweenness.x,closeness.x,eigenvector.x,degree.y,is_signature,betweenness.y,closeness.y,eigenvector.y,hub_score,authority_score,community,mean_expr_UroB,mean_expr_GU,mean_expr_UroA,mean_expr_BaSq,mean_expr_UroC,go_pval,go_padj,go_description,go_hub_score,go_rank,module,in_signature_module,random_walk_score
HBEGF,HBEGF,-0.237709113542283,134,43.9224873086216,0.00186219739292365,0.315151748388752,134,FALSE,43.9224873086216,0.00186219739292365,0.315151748388752,0.315151748388753,0.315151748388752,2,0.34767702384391,-0.159823411377124,-0.410923986701168,1.09234070667669,-0.237709113542283,6.24188484246658e-32,1.86632356789751e-29,bladder disease,0.315151748388753,40,2,TRUE,0.00454512634760147
HIF1A,HIF1A,-0.47764363228178,296,252.732083233716,0.00219298245614035,0.613476332074659,296,FALSE,252.732083233716,0.00219298245614035,0.613476332074659,0.61347633207466,0.613476332074659,3,0.255216213362394,-0.83044219278898,0.110952083802164,0.751876225764521,-0.47764363228178,1.73962558350847e-27,5.20148049469033e-25,bladder disease,0.61347633207466,59,4,FALSE,0.00325499989409579
HSPA4,HSPA4,0.0533444615364163,166,64.8312085921165,0.00191938579654511,0.354264191731582,166,FALSE,64.8312085921165,0.00191938579654511,0.354264191731582,0.354264191731582,0.354264191731582,3,0.158619111158408,-0.63033334917219,0.589461421931034,-0.136498767062198,0.0533444615364163,7.56253625354313e-29,2.26119833980939e-26,Not annotated,0.354264191731582,50,4,FALSE,0.00256786454451179
HSPA5,HSPA5,-0.628093192928366,98,13.5039112779204,0.0018018018018018,0.240544804756688,98,FALSE,13.5039112779204,0.0018018018018018,0.240544804756689,0.240544804756689,0.240544804756688,3,-0.14641165983072,0.118971509251726,-0.273495484732762,0.754807809068878,-0.628093192928366,3.65856546394696e-14,1.09391107372014e-11,Not annotated,0.240544804756689,107,4,FALSE,0.00118856155087502
ICAM1,ICAM1,-0.0933837274605049,204,90.1663014664543,0.00199203187250996,0.450318487146673,204,FALSE,90.1663014664543,0.00199203187250996,0.450318487146672,0.450318487146673,0.450318487146672,1,0.275592775524609,0.217216641643683,-0.740475333109364,0.801711555001904,-0.0933837274605049,8.34336138426916e-49,2.49466505389648e-46,urinary bladder cancer,0.450318487146673,11,1,FALSE,0.00161197938931716
IFNG,IFNG,-0.199996957783492,188,59.417896131747,0.00196078431372549,0.412122807094021,188,FALSE,59.417896131747,0.00196078431372549,0.412122807094021,0.412122807094022,0.412122807094021,1,0.0856125859325828,0.174354848341813,-0.492625370097335,0.77245425799467,-0.199996957783492,1.64453136051647e-23,4.91714876794425e-21,urinary bladder cancer,0.412122807094022,78,1,FALSE,0.00149952434508807
IL10,IL10,-0.405964713326419,226,106.732690128651,0.00203665987780041,0.478742487832847,226,FALSE,106.732690128651,0.00203665987780041,0.478742487832847,0.478742487832848,0.478742487832847,1,0.111485077935175,0.0239027087169842,-0.578308141356689,0.70036567900152,-0.405964713326419,1.28903327285993e-33,3.8542094858512e-31,Not annotated,0.478742487832848,36,1,FALSE,0.00165955906765345
IL15,IL15,-0.295387559080939,124,17.596398895802,0.0018450184501845,0.263712522814132,124,FALSE,17.596398895802,0.0018450184501845,0.263712522814132,0.263712522814132,0.263712522814132,1,0.178321004909234,-0.178588713271043,-0.461121768666763,0.862730501828101,-0.295387559080939,1.88081257562142e-24,5.62362960110805e-22,Not annotated,0.263712522814132,75,1,FALSE,0.00123570986068391
IL1B,IL1B,0.135533009672104,278,186.215525437108,0.0021505376344086,0.59299017515019,278,FALSE,186.215525437108,0.0021505376344086,0.592990175150189,0.592990175150191,0.592990175150189,1,0.216612856832685,0.075059531977961,-0.463929810257765,0.724011130590653,0.135533009672104,8.62266230039152e-21,2.57817602781707e-18,urinary bladder cancer; bladder disease,0.592990175150191,83,1,FALSE,0.0029883622310818
IL6,IL6,-0.137462120784465,356,405.698393051572,0.00234741784037559,0.720830063937754,356,FALSE,405.698393051572,0.00234741784037559,0.720830063937755,0.720830063937756,0.720830063937755,1,-0.0544382840628011,-0.0146278759743958,-0.54384957768254,0.818487997223523,-0.137462120784465,4.56241705033908e-36,1.36416269805138e-33,bladder disease,0.720830063937756,29,1,FALSE,0.003506494719805
IL7,IL7,-0.170618590648421,140,28.0784063391366,0.00187265917602996,0.298337960938391,140,FALSE,28.0784063391366,0.00187265917602996,0.298337960938391,0.298337960938392,0.298337960938391,1,0.276355974267698,-0.658587158888363,0.0291614761758961,0.380805892496534,-0.170618590648421,1.65534669047659e-13,4.949486604525e-11,Not annotated,0.298337960938392,111,1,FALSE,0.00132199481477038
IRS1,IRS1,-0.0173306256931448,246,151.164374806253,0.00207900207900208,0.531778328007827,246,FALSE,151.164374806253,0.00207900207900208,0.531778328007826,0.531778328007827,0.531778328007826,2,0.332334232611396,-1.18165705673636,0.669618983801456,-0.166781190472278,-0.0173306256931448,2.32394638122233e-72,6.94859967985477e-70,Not annotated,0.531778328007827,2,2,TRUE,0.00513683226496421
