"node_id","node_label","expression","degree","is_signature","betweenness","closeness","eigenvector","hub_score","authority_score","community","mean_expr_UroB","mean_expr_GU","mean_expr_UroA","mean_expr_BaSq","mean_expr_UroC","go_pval","go_padj","go_description","go_hub_score","go_rank","module","in_signature_module","random_walk_score"
"CCNB1","CCNB1",-0.23954033740764,112,FALSE,17.4767626173497,0.00182481751824818,0.243401459466407,0.243401459466407,0.243401459466407,3,-0.237555911416253,0.735177390665443,-0.388814076070599,0.774133490193565,-0.23954033740764,3.15858005931763e-32,9.44415437735972e-30,"Not annotated",0.243401459466407,39,4,FALSE,0.00236439245431027
"CCND1","CCND1",-0.259779364042628,306,FALSE,267.81840945977,0.00221729490022173,0.622749372195831,0.622749372195832,0.62274937219583,3,0.400644970477685,-0.894177995310131,0.547006718308395,-0.0892280625939684,-0.259779364042628,1.1543468322624e-41,3.45149702846458e-39,"urinary bladder cancer; bladder carcinoma",0.622749372195832,17,4,FALSE,0.005413162614874
"CD19","CD19",0.0350770690340964,144,FALSE,35.175127601664,0.0018796992481203,0.311653244060854,0.311653244060854,0.311653244060853,1,-0.203015670266881,0.0106104605497444,-0.326090782126194,0.0432657157364736,0.0350770690340964,,,,,,,,
"CD247","CD247",0.430027603759222,92,FALSE,11.9638863807427,0.0017921146953405,0.203155454165144,0.203155454165144,0.203155454165144,1,0.170017532161596,0.0394924493105608,-0.648291945509773,0.372858969845951,0.430027603759222,2.32400140403568e-29,6.94876419806669e-27,"Not annotated",0.203155454165144,46,1,FALSE,0.00225974509725843
"CD274","CD274",-0.383924177997097,136,FALSE,28.6805776935001,0.00186567164179104,0.316576490310092,0.316576490310092,0.316576490310092,1,0.158050239231618,0.157280288542028,-0.590068320147259,0.955570320846244,-0.383924177997097,3.57033257155719e-38,1.0675294388956e-35,"Not annotated",0.316576490310092,21,1,FALSE,0.00242967848993905
"CD28","CD28",0.285311336570405,154,FALSE,51.3023852404983,0.00189753320683112,0.323385428313068,0.323385428313068,0.323385428313067,1,0.256811467947729,-0.118221635954074,-0.616312144096189,0.36142651804838,0.285311336570405,,,,,,,,
"CD34","CD34",0.65959455825712,206,FALSE,92.1681939358698,0.00199600798403194,0.454035309222824,0.454035309222825,0.454035309222824,1,-0.0858011048906013,-0.0337547480552869,-0.432504831635397,-0.0833770719625725,0.65959455825712,6.6609422237158e-11,1.99162172489103e-08,"Not annotated",0.454035309222825,117,1,FALSE,0.00278108479134844
"CD4","CD4",0.320596616215155,262,FALSE,159.315714544562,0.00211416490486258,0.567968167209422,0.567968167209424,0.567968167209423,1,0.128782480201311,-0.318018537728789,-0.380723167461582,0.197233359304871,0.320596616215155,,,,,,,,
"CD44","CD44",-0.299430516590087,288,FALSE,244.122787290934,0.00217391304347826,0.600845684751402,0.600845684751404,0.600845684751403,4,0.227249824939191,-1.08004587050628,0.0236252837888723,1.04113584199263,-0.299430516590087,1.91926102743494e-50,5.73859047203047e-48,"urinary bladder cancer",0.600845684751404,9,5,FALSE,0.00515065046821472
"CD8A","CD8A",0.1912754036352,216,FALSE,91.9061575612973,0.00201612903225806,0.478818148322214,0.478818148322215,0.478818148322214,1,0.0339198968637051,-0.0792009266821455,-0.533439753869168,0.552289284915979,0.1912754036352,1.38381920947438e-19,4.13761943632838e-17,"Not annotated",0.478818148322215,90,1,FALSE,0.0027855609504461
