"node_id","node_label","expression","degree","is_signature","betweenness","closeness","eigenvector","hub_score","authority_score","community","mean_expr_UroB","mean_expr_GU","mean_expr_UroA","mean_expr_BaSq","mean_expr_UroC","go_pval","go_padj","go_description","go_hub_score","go_rank","module","in_signature_module","random_walk_score"
"CDC42","CDC42",-0.162995729501472,242,FALSE,188.258309423161,0.0020703933747412,0.484763277804256,0.484763277804255,0.484763277804255,2,0.173095912662057,0.168759437704403,0.380981297307683,-0.309518668422077,-0.162995729501472,,,,,,,,
"CDH1","CDH1",0.165104347212308,288,FALSE,265.820404325083,0.00217391304347826,0.589984559470788,0.589984559470788,0.589984559470787,4,0.21809810296021,0.215861691023682,0.390387853593289,-0.267657128480476,0.165104347212308,,,,,,,,
"CDH2","CDH2",-0.0280036866021083,180,FALSE,74.2066297982823,0.00194552529182879,0.396749961391928,0.396749961391928,0.396749961391928,4,-0.14797752259183,-0.273829367426046,-0.188267437496105,0.00483868595648568,-0.0280036866021083,,,,,,,,
"CDH5","CDH5",0.257729329069421,128,FALSE,36.5495828479226,0.00185185185185185,0.28111395375231,0.28111395375231,0.28111395375231,4,-0.152502173895987,0.0417400050934392,-0.486980985771815,0.0561982326209767,0.257729329069421,,,,,,,,
"CDK1","CDK1",-0.365622675626629,132,FALSE,34.5504686167637,0.00185873605947955,0.270086373140533,0.270086373140533,0.270086373140533,3,-0.188008343269921,0.527986770393583,-0.239992679580285,0.402279455539215,-0.365622675626629,,,,,,,,
"CDK4","CDK4",0.292021097823537,152,FALSE,40.6015523265326,0.00189393939393939,0.326317179595975,0.326317179595975,0.326317179595975,3,-0.278143438941205,0.616326317256063,-0.271114606722859,0.158815927771514,0.292021097823537,,,,,,,,
"CDKN1A","CDKN1A",-0.250948412267402,162,FALSE,35.4776900626472,0.00191204588910134,0.36720889097506,0.36720889097506,0.36720889097506,3,0.0622134783566483,-0.614397471253039,0.440900690432234,0.00607267457731317,-0.250948412267402,7.7501387635392e-19,2.31729149029822e-16,"urinary bladder cancer",0.36720889097506,95,4,FALSE,0.00261215626326912
"CDKN1B","CDKN1B",-0.0958338048512075,122,FALSE,21.2881609216516,0.00184162062615101,0.288547408380114,0.288547408380114,0.288547408380113,3,-0.0502804854515947,0.460881910237133,-0.347775659786178,-0.377906965472095,-0.0958338048512075,,,,,,,,
"CDKN2A","CDKN2A",-0.258599374995325,222,FALSE,105.481111620029,0.00202839756592292,0.495813209357434,0.495813209357435,0.495813209357434,3,-0.409949415388701,0.830575808757518,-0.318232324782598,-0.0302807301227239,-0.258599374995325,2.7539268544038e-25,8.23424129466737e-23,"urinary bladder cancer; bladder carcinoma",0.495813209357435,71,4,FALSE,0.00494909852868859
"CHUK","CHUK",-0.660096580188114,122,FALSE,28.8195199627869,0.00184162062615101,0.275525562441855,0.275525562441855,0.275525562441854,3,-0.0625457958610158,-0.446816861052632,0.219037629634701,0.30757301128902,-0.660096580188114,,,,,,,,
"CREB1","CREB1",-0.234656608631951,176,FALSE,64.3403927525432,0.00193798449612403,0.407786408148844,0.407786408148844,0.407786408148843,3,0.221154755117831,-0.778932381031658,0.287236025734213,-0.163234209775072,-0.234656608631951,4.84224970169638e-19,1.44783266080722e-16,"Not annotated",0.407786408148844,93,4,FALSE,0.00153617709028831
"CRK","CRK",-0.5738260125952,168,FALSE,69.0344163597816,0.00192307692307692,0.340530145898155,0.340530145898155,0.340530145898155,2,0.054629338725682,-0.186155765568607,0.296710909356617,-0.137330160270354,-0.5738260125952,,,,,,,,
"CRKL","CRKL",0.255345957032022,166,FALSE,52.6928888316056,0.00191938579654511,0.345475261402916,0.345475261402915,0.345475261402915,2,-0.0669125336436682,-0.464002069470146,0.3641883621379,0.0180483301622748,0.255345957032022,,,,,,,,
"CSF1","CSF1",0.0764931312574488,152,FALSE,45.984988686656,0.00189393939393939,0.341414727063614,0.341414727063615,0.341414727063614,1,0.221298440557915,-0.280403590904638,-0.61698230258249,0.639623200672105,0.0764931312574488,3.90802465017527e-34,1.16849937040241e-31,"bladder disease",0.341414727063615,34,1,FALSE,0.00444604383719857
"CSF2","CSF2",-0.249964667927997,212,FALSE,80.5404444929576,0.00200803212851406,0.476609456920207,0.476609456920208,0.476609456920207,1,0.168760190438373,0.0863993388298973,-0.410519856223323,0.755041607287187,-0.249964667927997,1.30539006348657e-20,3.90311628982484e-18,"bladder disease",0.476609456920208,85,1,FALSE,0.00274415578819816
"CSF3","CSF3",-0.372360207996942,144,FALSE,25.0967724264301,0.0018796992481203,0.316318170201738,0.316318170201738,0.316318170201738,1,0.0941531265764767,-0.15785303942644,-0.398480650356869,0.8209799872314,-0.372360207996942,6.21556182491425e-28,1.85845298564936e-25,"bladder disease",0.316318170201738,55,1,FALSE,0.00132855881913163
"CSK","CSK",-0.0120582069961017,138,FALSE,41.8606196376886,0.00186915887850467,0.300840762765938,0.300840762765938,0.300840762765938,2,0.181658372776797,-0.105814566808242,-0.304931913419887,-0.0644937455545938,-0.0120582069961017,,,,,,,,
"CTNNA1","CTNNA1",-0.112732938169447,88,FALSE,22.0996555943047,0.0017825311942959,0.173360279004241,0.173360279004241,0.17336027900424,2,0.432650132226924,-0.426709047697211,0.404393270351803,-0.140183676404534,-0.112732938169447,,,,,,,,
"CTNNB1","CTNNB1",0.0318754499051705,446,FALSE,831.194124143341,0.0026246719160105,0.832464453964678,0.832464453964681,0.83246445396468,3,-0.140147634328461,-0.542104064757568,0.487580775008205,-0.37946736944354,0.0318754499051705,2.88488706739128e-24,8.62581233149994e-22,"urinary bladder cancer",0.832464453964681,76,4,FALSE,0.0061663952724813
"CTNND1","CTNND1",0.0533302613007993,88,FALSE,17.7257254602291,0.00178571428571429,0.187073578978943,0.187073578978943,0.187073578978943,2,0.254724956501808,-0.477285156202424,0.590659063622116,-0.104446351203508,0.0533302613007993,6.13203098683674e-29,1.83347726506419e-26,"Not annotated",0.187073578978943,47,3,TRUE,0.00230730658158802
"CTTN","CTTN",-0.0319808427093733,96,FALSE,21.4194832493548,0.00179856115107914,0.198398180330351,0.198398180330351,0.198398180330351,2,0.395010786277779,-0.498435201474541,0.55666262357635,-0.223467055724213,-0.0319808427093733,1.21542491174191e-26,3.63412048610832e-24,"Not annotated",0.198398180330351,63,3,TRUE,0.00129255846435922
"CXCL12","CXCL12",0.496138412281092,230,FALSE,130.456579638505,0.00204498977505112,0.511991044426874,0.511991044426875,0.511991044426874,1,-0.336986191789793,-0.0544814542521488,-0.502121922195032,0.238152092194377,0.496138412281092,,,,,,,,
"CXCL8","CXCL8",-0.555532024785957,248,FALSE,150.561747582414,0.00208333333333333,0.53161652022052,0.531616520220521,0.53161652022052,1,0.575665222751547,0.092725749716972,-0.554242221137224,1.00864278697797,-0.555532024785957,7.40558063888591e-43,2.21426861102689e-40,"urinary bladder cancer; bladder carcinoma",0.531616520220521,16,1,FALSE,0.00287330972338396
"CXCR4","CXCR4",0.231975097299844,234,FALSE,144.070941453009,0.00205338809034908,0.513683294860699,0.5136832948607,0.513683294860699,1,0.0694672564195905,0.0158956967399103,-0.683432957188029,0.449685175247837,0.231975097299844,6.11976861745561e-36,1.82981081661923e-33,"urinary bladder cancer; bladder carcinoma",0.5136832948607,30,1,FALSE,0.002883694713507
"CYCS","CYCS",-0.0360135032150241,140,FALSE,36.1835066579583,0.00187265917602996,0.318071986907625,0.318071986907625,0.318071986907625,3,0.150142190077491,-0.0131480230658684,0.0786071797519206,0.571879609235834,-0.0360135032150241,,,,,,,,
"DLG4","DLG4",0.146257976184682,88,FALSE,14.4402686696207,0.00178571428571429,0.205664042048772,0.205664042048772,0.205664042048771,2,-0.0899141811855694,-0.132454491153211,-0.172510937701145,-0.0241338095404225,0.146257976184682,,,,,,,,
"DNM2","DNM2",0.0715976218247899,70,FALSE,16.1071947985861,0.00175746924428822,0.139321725292537,0.139321725292537,0.139321725292537,2,0.073538898891238,-0.200102125772348,0.759706711677552,-0.972331041236642,0.0715976218247899,5.57945321077345e-57,1.66825651002126e-54,"Not annotated",0.139321725292537,3,3,TRUE,0.00218836352807487
"EDN1","EDN1",0.355746040313897,124,FALSE,27.9604586342873,0.0018450184501845,0.295448529221379,0.295448529221379,0.295448529221379,4,-0.238620596185193,0.147309991838358,-0.411020639206454,0.516652094599843,0.355746040313897,,,,,,,,
"EGF","EGF",-0.32176969406616,436,FALSE,790.400986479762,0.00259067357512953,0.837184090596542,0.837184090596542,0.837184090596541,4,-0.0786134820208123,0.198522089284873,-0.27349294403321,0.513217891502521,-0.32176969406616,,,,,,,,
"EGFR","EGFR",-0.0293286878133592,570,TRUE,1750.78609239697,0.00313479623824451,1,1,1,4,-0.036828638238156,-0.110255493394989,-0.0210889908310679,0.937293941986474,-0.0293286878133592,6.86495934781198e-11,2.05262284499578e-08,"Seed",1,118,,,
"EP300","EP300",0.193149901155558,196,FALSE,113.428061483096,0.00197628458498024,0.394225913090742,0.394225913090742,0.394225913090742,3,0.0834361861093902,-0.546217615765503,0.366973412275017,-0.443188383467227,0.193149901155558,,,,,,,,
"EPCAM","EPCAM",0.196274383751193,88,FALSE,6.55771058841766,0.00178571428571429,0.222929729326285,0.222929729326285,0.222929729326284,4,-0.130243942748519,0.799505945025307,-0.0482154303091333,-0.338677835404734,0.196274383751193,1.6635480345222e-30,4.97400862322139e-28,"Not annotated",0.222929729326285,44,5,FALSE,0.00421054835818972
"EPHA2","EPHA2",-0.636974186070886,134,FALSE,38.9204071615214,0.00186219739292365,0.287879034317897,0.287879034317897,0.287879034317896,2,0.549199435637814,-0.349661755517541,0.233996474053672,0.553504712771056,-0.636974186070886,6.85270303427706e-17,2.04895820724884e-14,"urinary bladder cancer; bladder carcinoma",0.287879034317897,101,2,TRUE,0.0027474777737701
"EPO","EPO",0.257183012502293,148,FALSE,36.5335084402771,0.00188679245283019,0.343280965645062,0.343280965645062,0.343280965645062,1,-0.154592933779364,0.280987725611153,-0.145932494076195,-0.138725816120195,0.257183012502293,,,,,,,,
"EPOR","EPOR",-0.0246095467454418,126,FALSE,26.4889078707749,0.00184842883548983,0.284950964028065,0.284950964028065,0.284950964028065,1,-0.301213714182875,0.212774768002939,-0.251829339980719,0.000146867377029613,-0.0246095467454418,,,,,,,,
"EPS15","EPS15",0.0671562231167215,62,FALSE,12.3592312894642,0.00174520069808028,0.112267431646225,0.112267431646225,0.112267431646225,2,-0.0523114677279804,0.0137732897471809,0.105153276411001,-0.498974571735528,0.0671562231167215,,,,,,,,
"ERBB2","ERBB2",0.0848442101516199,390,TRUE,580.049939169353,0.00244498777506112,0.766330324668759,0.76633032466876,0.766330324668759,2,0.171154431401748,0.694012837265364,0.215034666232539,-0.832572816484906,0.0848442101516199,7.46636059351324e-29,2.23244181746046e-26,"Seed",0.76633032466876,49,,,
"ERBB3","ERBB3",0.249944717910352,212,TRUE,101.606944758954,0.00200803212851406,0.459861303706219,0.459861303706219,0.459861303706219,2,0.181381491443339,0.560054887668835,0.318615839790529,-0.676441878840901,0.249944717910352,4.18802112032477e-31,1.25221831497711e-28,"Seed",0.459861303706219,43,,,
"ERBB4","ERBB4",0.36398646722504,204,FALSE,106.080938627061,0.00199203187250996,0.430702855036537,0.430702855036536,0.430702855036536,2,-0.11824505127537,0.326443994948484,0.0539254672012176,-0.433765275679173,0.36398646722504,,,,,,,,
"EREG","EREG",-0.420319377427017,108,FALSE,16.4577745325733,0.00181818181818182,0.240430844295741,0.240430844295742,0.240430844295741,2,-0.184799238748175,0.308662005880851,-0.441860842805874,1.14171740694666,-0.420319377427017,1.03666836914763e-36,3.09963842375141e-34,"Not annotated",0.240430844295742,26,2,TRUE,0.0044753392977925
"ESR1","ESR1",0.370857225125282,290,FALSE,266.432662390536,0.00217864923747277,0.59534105922794,0.595341059227941,0.59534105922794,3,-0.20423475359027,0.278173699622816,-0.374560476674566,0.551714547973815,0.370857225125282,,,,,,,,
"EZH2","EZH2",-0.342518120470145,124,FALSE,27.9437747131923,0.0018450184501845,0.269368112887162,0.269368112887163,0.269368112887162,3,-0.333103955182357,0.945874389949563,-0.506704839129866,0.451447749978977,-0.342518120470145,1.12514511509703e-52,3.36418389414012e-50,"urinary bladder cancer; bladder carcinoma",0.269368112887163,6,4,FALSE,0.00242699575765241
"EZR","EZR",-0.351572383360409,94,FALSE,24.9218391693317,0.00179533213644524,0.194004274164776,0.194004274164776,0.194004274164776,4,0.289499967123946,-0.147890521135024,0.518395963228588,-0.344263642184893,-0.351572383360409,,,,,,,,
"FAS","FAS",-0.399657968789604,112,FALSE,23.3918846569139,0.00182481751824818,0.252005867017086,0.252005867017087,0.252005867017086,1,0.0115039529708831,-0.393154539247131,-0.238385766131997,0.696407936693214,-0.399657968789604,1.56644455185144e-13,4.6836692100358e-11,"urinary bladder cancer",0.252005867017087,110,1,FALSE,0.00120312395947098
"FBXW7","FBXW7",-0.141357442389337,108,FALSE,24.4851190830535,0.00181818181818182,0.231323813543908,0.231323813543908,0.231323813543908,3,-0.181106767042397,-0.15812097527692,-0.143153196766505,0.0645736363674572,-0.141357442389337,,,,,,,,
"FGF1","FGF1",0.140015473113208,140,FALSE,30.6743671774376,0.00187265917602996,0.317492489636315,0.317492489636315,0.317492489636315,2,-0.200257918975466,-0.00270048847349907,-0.31491610166886,0.56753502842205,0.140015473113208,,,,,,,,
"FGF10","FGF10",0.430373949993653,114,FALSE,16.3181780017861,0.00182815356489945,0.260119029381774,0.260119029381773,0.260119029381773,2,-0.326420698639,-0.191837740677485,-0.405341444084039,0.101102302980338,0.430373949993653,,,,,,,,
"FGF13","FGF13",0.00236345433517728,142,FALSE,32.4577993900578,0.00187617260787992,0.322879189826478,0.322879189826479,0.322879189826478,4,-0.285032024106254,-0.278860270673527,-0.251061881092882,-0.0298162120852196,0.00236345433517728,,,,,,,,
"FGF19","FGF19",-0.137671322043864,128,FALSE,19.0808822104263,0.00185185185185185,0.296897772753482,0.296897772753482,0.296897772753481,2,-0.130374095913435,0.0063729977764194,-0.0887554624694787,0.365462412568785,-0.137671322043864,,,,,,,,
"FGF2","FGF2",0.48803900403696,310,FALSE,270.207764175635,0.0022271714922049,0.644417104409526,0.644417104409527,0.644417104409526,4,-0.313356390333821,-0.28460981069366,-0.509163954820858,0.360664905167441,0.48803900403696,,,,,,,,
"FGF23","FGF23",0.167553141055209,118,FALSE,19.0858759504857,0.0018348623853211,0.266817097199545,0.266817097199545,0.266817097199545,2,-0.072923857624841,-0.0624160736852298,-0.120675859490739,-0.0595012280393103,0.167553141055209,,,,,,,,
"FGF3","FGF3",-0.0515750456266111,130,FALSE,21.5993264407277,0.00185528756957328,0.301028355031298,0.301028355031298,0.301028355031298,2,-0.0656255818865719,-0.0866713999092772,-0.0558035891135833,-0.0236153726148019,-0.0515750456266111,,,,,,,,
"FGF4","FGF4",-0.0945983129949534,136,FALSE,27.6531554409204,0.00186567164179104,0.305334801773425,0.305334801773425,0.305334801773424,2,0.0208008173952283,0.025172257917687,-0.0169254186294333,-0.0309084045928102,-0.0945983129949534,,,,,,,,
"FGF7","FGF7",0.425364025710621,164,FALSE,46.5853896315687,0.00191570881226054,0.3711842902983,0.3711842902983,0.3711842902983,2,-0.346199431270649,-0.167894989497014,-0.52695664695154,0.353735146686524,0.425364025710621,,,,,,,,
"FGF8","FGF8",0.218665353992996,138,FALSE,29.2716383798587,0.00186915887850467,0.304347038013627,0.304347038013627,0.304347038013627,2,-0.0492384215226378,0.00708218216712953,-0.0500688450715195,-0.0572701674208335,0.218665353992996,,,,,,,,
"FGFR1","FGFR1",0.727077125141016,194,FALSE,89.264451816554,0.0019723865877712,0.402644690510608,0.402644690510608,0.402644690510608,2,-0.287261722926173,-0.0611061790773776,-0.542115720437573,0.00647050893499152,0.727077125141016,1.35247811175017e-17,4.043909554133e-15,"Not annotated",0.402644690510608,99,2,TRUE,0.00438814925023551
"FGFR2","FGFR2",0.408422363741311,192,FALSE,87.4238632173677,0.00196850393700787,0.402208269490976,0.402208269490977,0.402208269490976,2,-0.0663059861716447,-0.1520407327404,0.126495144954433,-0.0018837411439549,0.408422363741311,,,,,,,,
"FGFR3","FGFR3",0.162745486928711,172,FALSE,70.9022830851557,0.00193050193050193,0.359595765695521,0.359595765695521,0.359595765695521,2,0.448075157712112,-0.637285490195931,0.641993953326258,-0.328982652320248,0.162745486928711,6.34564224389833e-40,1.8973470309256e-37,"urinary bladder cancer; bladder carcinoma",0.359595765695521,20,2,TRUE,0.00223229840474311
"FGFR4","FGFR4",0.676757521294621,128,FALSE,28.0635766047688,0.00185185185185185,0.271059553012798,0.271059553012798,0.271059553012798,2,-0.26947843036172,0.0350838070780866,-0.351237821703908,-0.11255829307625,0.676757521294621,7.61240951076002e-09,2.27611044371725e-06,"Not annotated",0.271059553012798,120,2,TRUE,0.00198475738708896
"FGR","FGR",-0.219403290632901,90,FALSE,17.5372888229885,0.00178890876565295,0.18194864105376,0.18194864105376,0.181948641053759,2,0.387214664798856,-0.584550933934134,-0.0838843643803507,0.124398801387331,-0.219403290632901,,,,,,,,
"FLNA","FLNA",0.551778973798219,98,FALSE,29.7005340517409,0.0018018018018018,0.195135417662757,0.195135417662757,0.195135417662757,3,-0.174300985508949,-0.370069491139891,-0.412213201938891,0.526718273482808,0.551778973798219,,,,,,,,
"FLT1","FLT1",0.21836886459769,172,FALSE,55.0753383780564,0.00193050193050193,0.387520968237718,0.387520968237718,0.387520968237718,2,0.0635517726779626,-0.00817274697016396,-0.0402444963220442,-0.285841479410307,0.21836886459769,,,,,,,,
"FLT3LG","FLT3LG",0.117655445889602,124,FALSE,35.5916769956418,0.0018450184501845,0.262603954962462,0.262603954962462,0.262603954962461,2,0.232584924567727,-0.25860401001998,-0.413654811198763,0.409844443111924,0.117655445889602,,,,,,,,
"FLT4","FLT4",0.298506264325872,126,FALSE,23.2381581942896,0.00184842883548983,0.269519586294986,0.269519586294986,0.269519586294985,2,-0.200265525900397,0.131072864456875,-0.355847426024717,-0.216382615391281,0.298506264325872,,,,,,,,
"FN1","FN1",0.259474594874806,348,FALSE,432.007464524502,0.00232558139534884,0.688137907020088,0.688137907020088,0.688137907020087,4,-0.405486812472549,0.126542413572905,-0.552996768003432,0.68117097634643,0.259474594874806,5.40710438122637e-27,1.61672420998669e-24,"urinary bladder cancer",0.688137907020088,60,5,FALSE,0.00562136887093224
"FOS","FOS",-0.0994106762953591,222,FALSE,127.938335465245,0.00202839756592292,0.490971099791094,0.490971099791095,0.490971099791094,3,0.168210759544273,-0.441042965469052,0.00911511840771408,0.187355648202756,-0.0994106762953591,,,,,,,,
"FOXO1","FOXO1",-0.284546183844877,152,FALSE,56.8459453292017,0.00189393939393939,0.329326386420305,0.329326386420306,0.329326386420305,3,-0.200142213366578,-0.675588401379074,0.467412738679037,-0.436277803550094,-0.284546183844877,8.34544310988149e-29,2.49528748985456e-26,"Not annotated",0.329326386420306,53,4,FALSE,0.00147447982408075
"FOXO3","FOXO3",-0.359886933554364,160,FALSE,50.2038903355509,0.00190839694656489,0.359052863920461,0.359052863920462,0.359052863920461,3,0.132786572097015,-0.325985039518297,-0.10527724625797,0.128734753607831,-0.359886933554364,,,,,,,,
"FOXP3","FOXP3",0.334784666621973,170,FALSE,61.2920504420145,0.00192307692307692,0.353979853614505,0.353979853614505,0.353979853614505,1,0.134508087407464,0.0812425369281344,-0.602189512998304,0.365723535413994,0.334784666621973,,,,,,,,
"FYN","FYN",0.345218896779522,230,FALSE,143.639490547792,0.00204498977505112,0.474343128981965,0.474343128981964,0.474343128981964,2,-0.0330924035011364,-0.193122696095715,-0.492677744048138,0.266787193487124,0.345218896779522,,,,,,,,
"GAB1","GAB1",0.172245399459149,158,FALSE,45.5375670118479,0.0019047619047619,0.33309740506792,0.33309740506792,0.33309740506792,2,-0.20377798914954,-0.0796809437414056,-0.0996505564182755,0.160433259381581,0.172245399459149,,,,,,,,
"GAB2","GAB2",0.120960445491281,134,FALSE,31.0060279221561,0.00186219739292365,0.292960327997873,0.292960327997873,0.292960327997872,2,-0.466655102808643,0.566488862385934,-0.320608457955014,-0.454582290254066,0.120960445491281,1.453945260546e-19,4.34729632903254e-17,"Not annotated",0.292960327997873,91,2,TRUE,0.00145812654343395
"GAPDH","GAPDH",-0.0611776277497596,408,FALSE,613.112103461165,0.0025,0.789491201702394,0.789491201702395,0.789491201702394,3,0.339559448057502,-0.359513561330546,0.304045847716101,0.179040670364644,-0.0611776277497596,,,,,,,,
"GATA3","GATA3",0.237470429028362,116,FALSE,30.2982122552393,0.00183150183150183,0.254986955954393,0.254986955954393,0.254986955954393,1,0.224888124366645,0.296156307553683,0.493262475755718,-1.01738506168758,0.237470429028362,1.39549929204732e-44,4.17254288322149e-42,"Not annotated",0.254986955954393,14,1,FALSE,0.00155048002764259
"GFAP","GFAP",-0.0553953827299749,114,FALSE,27.3041087472802,0.00182815356489945,0.253747546592098,0.253747546592098,0.253747546592098,4,-0.0170425221360101,-0.0321446691548561,-0.0566823483305753,-0.0796768367566549,-0.0553953827299749,,,,,,,,
"GNA11","GNA11",-0.117063647823761,88,FALSE,14.8506998490163,0.00178571428571429,0.194422875976727,0.194422875976727,0.194422875976727,2,-0.101537408728003,0.32016147440321,-0.0172866375734941,-0.620949167005843,-0.117063647823761,,,,,,,,
"GNAQ","GNAQ",-0.140237325504585,106,FALSE,25.7066445053438,0.00181488203266788,0.228399507258956,0.228399507258956,0.228399507258956,2,-0.35540301381186,0.309957916241379,-0.202474325303772,-0.0808378316995089,-0.140237325504585,,,,,,,,
"GRB2","GRB2",-0.01519870608658,342,FALSE,419.116287800403,0.0023094688221709,0.662104773776484,0.662104773776484,0.662104773776483,2,-0.0850703811592291,0.262519712550965,-0.33399218148515,-0.168927888466537,-0.01519870608658,,,,,,,,
"H2AX","H2AX",,80,FALSE,7.72729441856253,0.00176991150442478,0.170261927026252,0.170261927026252,0.170261927026252,3,,,,,,,,,,,,,
"HBEGF","HBEGF",-0.237709113542283,134,FALSE,43.9224873086216,0.00186219739292365,0.315151748388752,0.315151748388753,0.315151748388752,2,0.34767702384391,-0.159823411377124,-0.410923986701168,1.09234070667669,-0.237709113542283,6.24188484246658e-32,1.86632356789751e-29,"bladder disease",0.315151748388753,40,2,TRUE,0.00454512634760147
"HDAC1","HDAC1",-0.415720141196993,134,FALSE,36.4352844843562,0.00186219739292365,0.27131083512412,0.27131083512412,0.27131083512412,3,0.260833867058378,-0.149248487550063,0.391552800913953,-0.154491708246106,-0.415720141196993,,,,,,,,
"HGF","HGF",0.0988249671971077,278,FALSE,217.241756667239,0.0021505376344086,0.592750900437448,0.592750900437448,0.592750900437447,2,-0.199217723561763,-0.0524893131872923,-0.586036126879756,0.371704428162952,0.0988249671971077,,,,,,,,
"HGS","HGS",-0.121870562525258,52,FALSE,4.52911733571046,0.00173010380622837,0.112244129074433,0.112244129074433,0.112244129074433,2,0.165956905562716,0.222180709447936,0.165349571341677,-0.421909393217068,-0.121870562525258,,,,,,,,
"HIF1A","HIF1A",-0.47764363228178,296,FALSE,252.732083233716,0.00219298245614035,0.613476332074659,0.61347633207466,0.613476332074659,3,0.255216213362394,-0.83044219278898,0.110952083802164,0.751876225764521,-0.47764363228178,1.73962558350847e-27,5.20148049469033e-25,"bladder disease",0.61347633207466,59,4,FALSE,0.00325499989409579
"HNF4A","HNF4A",-0.140646326760461,108,FALSE,17.6405932107321,0.00181818181818182,0.24784919891436,0.247849198914361,0.24784919891436,4,-0.0199041870481001,0.160933806515153,-0.0855431242609304,-0.147188713309757,-0.140646326760461,,,,,,,,
"HPGDS","HPGDS",0.438126112267771,120,FALSE,32.5504577007802,0.00183823529411765,0.285324542554191,0.285324542554191,0.285324542554191,3,-0.0909564954073243,-0.190647132058335,-0.515008119544735,0.280795462512365,0.438126112267771,,,,,,,,
"HRAS","HRAS",-0.216761037066897,428,FALSE,674.412565058583,0.00256410256410256,0.826237079219084,0.826237079219085,0.826237079219083,2,-0.0889726364499272,0.00671822500855311,-0.0303483785471318,0.649861916590423,-0.216761037066897,,,,,,,,
"HSP90AA1","HSP90AA1",-0.39952861228655,314,FALSE,318.594316356711,0.00223713646532438,0.630501968672967,0.630501968672968,0.630501968672967,3,0.193345186809451,-0.0405783543061399,0.458252392632902,-0.239942148674812,-0.39952861228655,,,,,,,,
"HSP90AB1","HSP90AB1",0.317927968742451,126,FALSE,39.5045569574745,0.00184842883548983,0.267110165074369,0.267110165074369,0.267110165074369,3,-0.0597840833102033,-0.258635675034287,0.540629379760309,-0.331288240323674,0.317927968742451,,,,,,,,
"HSPA4","HSPA4",0.0533444615364163,166,FALSE,64.8312085921165,0.00191938579654511,0.354264191731582,0.354264191731582,0.354264191731582,3,0.158619111158408,-0.63033334917219,0.589461421931034,-0.136498767062198,0.0533444615364163,7.56253625354313e-29,2.26119833980939e-26,"Not annotated",0.354264191731582,50,4,FALSE,0.00256786454451179
"HSPA5","HSPA5",-0.628093192928366,98,FALSE,13.5039112779204,0.0018018018018018,0.240544804756689,0.240544804756689,0.240544804756688,3,-0.14641165983072,0.118971509251726,-0.273495484732762,0.754807809068878,-0.628093192928366,3.65856546394696e-14,1.09391107372014e-11,"Not annotated",0.240544804756689,107,4,FALSE,0.00118856155087502
"HSPA8","HSPA8",-0.379495795164037,126,FALSE,44.500904403994,0.00184842883548983,0.254795979733158,0.254795979733158,0.254795979733158,3,0.210514386054597,-0.305635092867986,0.298948676514048,0.0686529921858618,-0.379495795164037,,,,,,,,
"ICAM1","ICAM1",-0.0933837274605049,204,FALSE,90.1663014664543,0.00199203187250996,0.450318487146672,0.450318487146673,0.450318487146672,1,0.275592775524609,0.217216641643683,-0.740475333109364,0.801711555001904,-0.0933837274605049,8.34336138426916e-49,2.49466505389648e-46,"urinary bladder cancer",0.450318487146673,11,1,FALSE,0.00161197938931716
"IFNA1","IFNA1",,130,FALSE,18.2832037406726,0.00185528756957328,0.286967819565937,0.286967819565937,0.286967819565937,1,,,,,,,,,,,,,
"IFNB1","IFNB1",,130,FALSE,31.7639482078862,0.00185528756957328,0.268212660869866,0.268212660869867,0.268212660869866,1,,,,,,,,,,,,,
"IFNG","IFNG",-0.199996957783492,188,FALSE,59.417896131747,0.00196078431372549,0.412122807094021,0.412122807094022,0.412122807094021,1,0.0856125859325828,0.174354848341813,-0.492625370097335,0.77245425799467,-0.199996957783492,1.64453136051647e-23,4.91714876794425e-21,"urinary bladder cancer",0.412122807094022,78,1,FALSE,0.00149952434508807
"IGF1","IGF1",0.332889242948771,310,FALSE,271.052410227688,0.0022271714922049,0.650570088190364,0.650570088190365,0.650570088190364,4,-0.0959042704621111,-0.109332934523047,-0.591632017408051,0.292186029208951,0.332889242948771,,,,,,,,
"IGF2","IGF2",0.0489589152983202,120,FALSE,23.9951998850618,0.00183823529411765,0.28954581146343,0.28954581146343,0.28954581146343,2,0.00221128831827837,-0.402779332363942,0.336928120406953,-0.234183957188681,0.0489589152983202,,,,,,,,
"IKBKG","IKBKG",-0.432862271837616,100,FALSE,23.9237352191545,0.00180505415162455,0.21134538752966,0.21134538752966,0.21134538752966,3,-0.0663883171353441,0.0955907110698325,-0.203568653856873,0.29266617975506,-0.432862271837616,,,,,,,,
"IL10","IL10",-0.405964713326419,226,FALSE,106.732690128651,0.00203665987780041,0.478742487832847,0.478742487832848,0.478742487832847,1,0.111485077935175,0.0239027087169842,-0.578308141356689,0.70036567900152,-0.405964713326419,1.28903327285993e-33,3.8542094858512e-31,"Not annotated",0.478742487832848,36,1,FALSE,0.00165955906765345
"IL13","IL13",-0.130438605372214,146,FALSE,33.7616159990285,0.00188323917137476,0.31192679836747,0.311926798367471,0.31192679836747,1,-0.140640135313359,0.00309601393438068,-0.168131228679177,0.413644382293071,-0.130438605372214,,,,,,,,
